episodes_total,timesteps_total,time_this_iter_s,info/num_steps_sampled,timesteps_since_restore,iterations_since_restore,episodes_this_iter,sampler_perf/mean_env_wait_ms,info/opt_samples,sampler_perf/mean_processing_ms,time_since_restore,date,training_iteration,info/sample_time_ms,info/num_steps_trained,time_total_s,episode_len_mean,info/opt_peak_throughput,episode_reward_mean,info/grad_time_ms,sampler_perf/mean_inference_ms,episode_reward_max,hostname,info/sample_peak_throughput,info/update_time_ms,timestamp,pid,node_ip,episode_reward_min,timesteps_this_iter,experiment_id,done
186,53974,0.31905245780944824,53974,53974,66,3,0.708623728282435,830.5,0.3081504031159902,21.385443925857544,2019-12-18_11-10-39,66,315.796,53974,21.385443925857544,70.47,176923.167,-242.43899999999994,4.694,0.5690359411964466,586.6999999999999,zack-XPS-15-9560,2629.866,0.001,1576696239,11562,10.142.78.137,-640.6000000000001,769,c3fc92d7f4874dea9e1921f76f825b97,False
189,55003,0.3639347553253174,55003,55003,67,3,0.7089579694818003,848.9,0.3082261784076823,21.74937868118286,2019-12-18_11-10-39,67,319.049,55003,21.74937868118286,70.99,174968.779,-246.82899999999998,4.852,0.5691003193079874,586.6999999999999,zack-XPS-15-9560,2660.718,0.001,1576696239,11562,10.142.78.137,-640.6000000000001,1029,c3fc92d7f4874dea9e1921f76f825b97,False
192,55741,0.29422616958618164,55741,55741,68,3,0.7092468857093087,850.3,0.30829076974446307,22.043604850769043,2019-12-18_11-10-39,68,319.467,55741,22.043604850769043,71.21,175088.697,-249.003,4.856,0.5691616423094724,586.6999999999999,zack-XPS-15-9560,2661.621,0.001,1576696239,11562,10.142.78.137,-640.6000000000001,738,c3fc92d7f4874dea9e1921f76f825b97,False
194,56473,0.30840492248535156,56473,56473,69,2,0.7094097216245037,837.5,0.30832625133250785,22.352009773254395,2019-12-18_11-10-40,69,317.099,56473,22.352009773254395,71.73,173408.185,-253.106,4.83,0.5692092161926441,185.69999999999976,zack-XPS-15-9560,2641.131,0.001,1576696240,11562,10.142.78.137,-640.6000000000001,732,c3fc92d7f4874dea9e1921f76f825b97,False
197,57384,0.33806419372558594,57384,57384,70,3,0.7096427042924336,844.8,0.30837423587731283,22.69007396697998,2019-12-18_11-10-40,70,318.364,57384,22.69007396697998,71.45,171732.913,-244.93200000000004,4.919,0.5693104738925457,185.69999999999976,zack-XPS-15-9560,2653.563,0.001,1576696240,11562,10.142.78.137,-640.6000000000001,911,c3fc92d7f4874dea9e1921f76f825b97,False
200,58291,0.34931421279907227,58291,58291,71,3,0.7098047886236324,850.1,0.30841908961747405,23.039388179779053,2019-12-18_11-10-40,71,321.403,58291,23.039388179779053,71.3,170893.719,-244.86400000000006,4.974,0.5693851073639802,185.69999999999976,zack-XPS-15-9560,2644.969,0.001,1576696240,11562,10.142.78.137,-640.6000000000001,907,c3fc92d7f4874dea9e1921f76f825b97,False
203,59239,0.3563406467437744,59239,59239,72,3,0.7099904708788223,851.9,0.30847211070130504,23.395728826522827,2019-12-18_11-10-41,72,323.605,59239,23.395728826522827,71.37,171912.261,-248.96200000000002,4.955,0.5694742205567406,185.69999999999976,zack-XPS-15-9560,2632.531,0.001,1576696241,11562,10.142.78.137,-640.6000000000001,948,c3fc92d7f4874dea9e1921f76f825b97,False
206,59949,0.2904355525970459,59949,59949,73,3,0.7101350252878105,842.3,0.30851306324763145,23.686164379119873,2019-12-18_11-10-41,73,320.89,59949,23.686164379119873,71.34,170411.998,-244.81400000000008,4.943,0.5695568562774421,185.69999999999976,zack-XPS-15-9560,2624.888,0.001,1576696241,11562,10.142.78.137,-640.6000000000001,710,c3fc92d7f4874dea9e1921f76f825b97,False
209,60628,0.28580498695373535,60628,60628,74,3,0.7102599600950126,825.6,0.3085505858666547,23.97196936607361,2019-12-18_11-10-41,74,317.773,60628,23.97196936607361,71.32,170532.573,-244.76100000000014,4.841,0.5696431095621446,185.69999999999976,zack-XPS-15-9560,2598.081,0.001,1576696241,11562,10.142.78.137,-640.6000000000001,679,c3fc92d7f4874dea9e1921f76f825b97,False
211,61397,0.3058168888092041,61397,61397,75,2,0.7102776851427778,819.2,0.308548100180338,24.277786254882812,2019-12-18_11-10-41,75,315.739,61397,24.277786254882812,71.24,170836.031,-246.7460000000001,4.795,0.569631279214546,185.69999999999976,zack-XPS-15-9560,2594.549,0.001,1576696241,11562,10.142.78.137,-640.6000000000001,769,c3fc92d7f4874dea9e1921f76f825b97,False
214,62280,0.33538079261779785,62280,62280,76,3,0.7102048205904141,830.6,0.3084940761274765,24.61316704750061,2019-12-18_11-10-42,76,317.29,62280,24.61316704750061,71.32,169692.591,-244.75300000000004,4.895,0.5694953703630585,185.69999999999976,zack-XPS-15-9560,2617.798,0.001,1576696242,11562,10.142.78.137,-640.6000000000001,883,c3fc92d7f4874dea9e1921f76f825b97,False
217,63165,0.3505570888519287,63165,63165,77,3,0.7101999037696665,816.2,0.3084671132996349,24.96372413635254,2019-12-18_11-10-42,77,316.034,63165,24.96372413635254,71.4,169827.906,-251.00599999999997,4.806,0.5693816141268406,185.69999999999976,zack-XPS-15-9560,2582.63,0.001,1576696242,11562,10.142.78.137,-640.6000000000001,885,c3fc92d7f4874dea9e1921f76f825b97,False
219,64122,0.37085509300231934,64122,64122,78,2,0.7102595132705851,838.1,0.30846930545698364,25.33457922935486,2019-12-18_11-10-43,78,323.586,64122,25.33457922935486,71.46,170605.75,-251.13100000000006,4.912,0.5693264690570036,185.69999999999976,zack-XPS-15-9560,2590.037,0.001,1576696243,11562,10.142.78.137,-641.4000000000007,957,c3fc92d7f4874dea9e1921f76f825b97,False
222,64885,0.30344510078430176,64885,64885,79,3,0.7104035750566519,841.2,0.3084941986867588,25.63802433013916,2019-12-18_11-10-43,79,323.087,64885,25.63802433013916,71.45,171255.08,-265.26599999999996,4.912,0.5692439856781065,185.69999999999976,zack-XPS-15-9560,2603.637,0.001,1576696243,11562,10.142.78.137,-641.4000000000007,763,c3fc92d7f4874dea9e1921f76f825b97,False
225,65716,0.3307161331176758,65716,65716,80,3,0.7105383963701206,833.2,0.3085222788370504,25.968740463256836,2019-12-18_11-10-43,80,322.415,65716,25.968740463256836,71.43,172004.986,-263.284,4.844,0.5691685057167024,185.69999999999976,zack-XPS-15-9560,2584.248,0.001,1576696243,11562,10.142.78.137,-641.4000000000007,831,c3fc92d7f4874dea9e1921f76f825b97,False
228,66712,0.4407777786254883,66712,66712,81,3,0.7107745289123997,842.1,0.3085947165667198,26.409518241882324,2019-12-18_11-10-44,81,331.388,66712,26.409518241882324,71.46,168280.539,-271.407,5.004,0.5691465723263552,185.69999999999976,zack-XPS-15-9560,2541.129,0.001,1576696244,11562,10.142.78.137,-641.4000000000007,996,c3fc92d7f4874dea9e1921f76f825b97,False
231,67553,0.37325501441955566,67553,67553,82,3,0.7110212494072624,831.4,0.3086779298622058,26.78277325630188,2019-12-18_11-10-44,82,333.113,67553,26.78277325630188,71.41,167401.678,-271.36100000000005,4.966,0.5691644756605363,185.69999999999976,zack-XPS-15-9560,2495.853,0.001,1576696244,11562,10.142.78.137,-641.4000000000007,841,c3fc92d7f4874dea9e1921f76f825b97,False
233,68376,0.3136281967163086,68376,68376,83,2,0.7111529293436754,842.7,0.308723124884744,27.09640145301819,2019-12-18_11-10-44,83,335.337,68376,27.09640145301819,71.41,166680.341,-271.22499999999997,5.056,0.56917194837427,185.69999999999976,zack-XPS-15-9560,2512.994,0.001,1576696244,11562,10.142.78.137,-641.4000000000007,823,c3fc92d7f4874dea9e1921f76f825b97,False
236,69173,0.31536149978637695,69173,69173,84,3,0.7113167883565947,854.5,0.308784957332434,27.411762952804565,2019-12-18_11-10-45,84,338.18,69173,27.411762952804565,71.41,165346.434,-275.23900000000003,5.168,0.569180733881891,185.69999999999976,zack-XPS-15-9560,2526.76,0.001,1576696245,11562,10.142.78.137,-641.4000000000007,797,c3fc92d7f4874dea9e1921f76f825b97,False
239,69953,0.30722522735595703,69953,69953,85,3,0.7114522547284915,855.6,0.30883450340548807,27.718988180160522,2019-12-18_11-10-45,85,338.318,69953,27.718988180160522,71.24,165348.746,-261.043,5.175,0.5691854870966389,185.69999999999976,zack-XPS-15-9560,2528.98,0.001,1576696245,11562,10.142.78.137,-641.4000000000007,780,c3fc92d7f4874dea9e1921f76f825b97,False
242,70801,0.3219614028930664,70801,70801,86,3,0.7115714695786503,852.1,0.30888471032356807,28.04094958305359,2019-12-18_11-10-45,86,336.969,70801,28.04094958305359,71.19,164720.168,-267.0780000000001,5.173,0.5691997471615433,185.69999999999976,zack-XPS-15-9560,2528.718,0.001,1576696245,11562,10.142.78.137,-641.4000000000007,848,c3fc92d7f4874dea9e1921f76f825b97,False
245,71490,0.31363677978515625,71490,71490,87,3,0.7116355832707889,832.5,0.3089204651757759,28.354586362838745,2019-12-18_11-10-46,87,333.4,71490,28.354586362838745,71.26,164731.212,-254.84200000000013,5.054,0.569226292927266,185.69999999999976,zack-XPS-15-9560,2497.001,0.001,1576696246,11562,10.142.78.137,-641.4000000000007,689,c3fc92d7f4874dea9e1921f76f825b97,False
248,72281,0.3041536808013916,72281,72281,88,3,0.7116429214986729,815.9,0.30893812844876395,28.658740043640137,2019-12-18_11-10-46,88,326.795,72281,28.658740043640137,71.21,163380.374,-248.69900000000015,4.994,0.5692362122435602,185.69999999999976,zack-XPS-15-9560,2496.67,0.001,1576696246,11562,10.142.78.137,-641.4000000000007,791,c3fc92d7f4874dea9e1921f76f825b97,False
251,72984,0.2881181240081787,72984,72984,89,3,0.711652022109465,809.9,0.3089656189501607,28.946858167648315,2019-12-18_11-10-46,89,325.29,72984,28.946858167648315,71.1,163026.497,-252.74000000000007,4.968,0.5692427004576519,185.69999999999976,zack-XPS-15-9560,2489.78,0.001,1576696246,11562,10.142.78.137,-641.4000000000007,703,c3fc92d7f4874dea9e1921f76f825b97,False
253,73898,0.34044480323791504,73898,73898,90,2,0.7116676061610311,818.2,0.3089872893131283,29.28730297088623,2019-12-18_11-10-46,90,326.157,73898,29.28730297088623,71.09,161088.427,-256.8560000000001,5.079,0.5692501769019924,185.69999999999976,zack-XPS-15-9560,2508.61,0.001,1576696246,11562,10.142.78.137,-641.4000000000007,914,c3fc92d7f4874dea9e1921f76f825b97,False
256,74662,0.306196928024292,74662,74662,91,3,0.711674644504045,795.0,0.3090171244938454,29.593499898910522,2019-12-18_11-10-47,91,312.967,74662,29.593499898910522,71.12,164714.072,-250.73500000000018,4.827,0.5692664973949566,185.69999999999976,zack-XPS-15-9560,2540.207,0.001,1576696247,11562,10.142.78.137,-641.4000000000007,764,c3fc92d7f4874dea9e1921f76f825b97,False
259,75406,0.30269956588745117,75406,75406,92,3,0.7116956806233964,785.3,0.3090511490812711,29.896199464797974,2019-12-18_11-10-47,92,305.963,75406,29.896199464797974,71.24,164376.21,-250.7370000000002,4.777,0.569299348834862,185.69999999999976,zack-XPS-15-9560,2566.652,0.001,1576696247,11562,10.142.78.137,-641.4000000000007,744,c3fc92d7f4874dea9e1921f76f825b97,False
262,76097,0.2825021743774414,76097,76097,93,3,0.711686880697929,772.1,0.30907836696660923,30.178701639175415,2019-12-18_11-10-47,93,302.901,76097,30.178701639175415,71.41,163315.823,-254.8020000000002,4.728,0.5693197016519888,185.69999999999976,zack-XPS-15-9560,2549.019,0.001,1576696247,11562,10.142.78.137,-641.4000000000007,691,c3fc92d7f4874dea9e1921f76f825b97,False
264,77084,0.3555476665496826,77084,77084,94,2,0.7117274441068308,791.1,0.30911048665655705,30.534249305725098,2019-12-18_11-10-48,94,306.852,77084,30.534249305725098,71.32,165064.69,-262.9740000000001,4.793,0.5693364241942663,185.69999999999976,zack-XPS-15-9560,2578.117,0.001,1576696248,11562,10.142.78.137,-642.0000000000003,987,c3fc92d7f4874dea9e1921f76f825b97,False
267,77835,0.3135654926300049,77835,77835,95,3,0.7117707718330658,788.2,0.30914865745782316,30.847814798355103,2019-12-18_11-10-48,95,307.49,77835,30.847814798355103,71.4,164738.234,-264.869,4.785,0.569359834831723,185.69999999999976,zack-XPS-15-9560,2563.334,0.001,1576696248,11562,10.142.78.137,-642.0000000000003,751,c3fc92d7f4874dea9e1921f76f825b97,False
270,78690,0.33802223205566406,78690,78690,96,3,0.7118224792867004,788.9,0.3091932399879154,31.185837030410767,2019-12-18_11-10-48,96,308.948,78690,31.185837030410767,71.48,161210.137,-260.9890000000001,4.894,0.5693886439424699,185.69999999999976,zack-XPS-15-9560,2553.502,0.001,1576696248,11562,10.142.78.137,-642.0000000000003,855,c3fc92d7f4874dea9e1921f76f825b97,False
272,79581,0.3374004364013672,79581,79581,97,2,0.7118704667167082,809.1,0.3092215254961582,31.523237466812134,2019-12-18_11-10-49,97,311.216,79581,31.523237466812134,71.59,161945.253,-265.02400000000006,4.996,0.5694142820305629,185.69999999999976,zack-XPS-15-9560,2599.798,0.001,1576696249,11562,10.142.78.137,-642.0000000000003,891,c3fc92d7f4874dea9e1921f76f825b97,False
275,80328,0.30128002166748047,80328,80328,98,3,0.7118927806956158,804.7,0.30924633364518767,31.824517488479614,2019-12-18_11-10-49,98,310.989,80328,31.824517488479614,71.69,163023.471,-262.91100000000006,4.936,0.5694602396270493,185.69999999999976,zack-XPS-15-9560,2587.552,0.001,1576696249,11562,10.142.78.137,-642.0000000000003,747,c3fc92d7f4874dea9e1921f76f825b97,False
278,81195,0.32865023612976074,81195,81195,99,3,0.7119355548348352,821.1,0.3092728965563459,32.153167724609375,2019-12-18_11-10-49,99,314.964,81195,32.153167724609375,71.69,163711.96,-270.92900000000003,5.016,0.5695032206319408,185.69999999999976,zack-XPS-15-9560,2606.966,0.001,1576696249,11562,10.142.78.137,-642.0000000000003,867,c3fc92d7f4874dea9e1921f76f825b97,False
281,81791,0.2801833152770996,81791,81791,100,3,0.7119277713099773,789.3,0.3092881231041779,32.433351039886475,2019-12-18_11-10-50,100,309.151,81791,32.433351039886475,71.69,164365.323,-264.68600000000015,4.802,0.5695547147469301,185.69999999999976,zack-XPS-15-9560,2553.124,0.001,1576696250,11562,10.142.78.137,-642.0000000000003,596,c3fc92d7f4874dea9e1921f76f825b97,False
283,82579,0.32855820655822754,82579,82579,101,2,0.711920028837871,791.7,0.30929699516107584,32.7619092464447,2019-12-18_11-10-50,101,311.354,82579,32.7619092464447,71.71,163794.096,-266.67600000000004,4.834,0.569594683072551,185.69999999999976,zack-XPS-15-9560,2542.762,0.001,1576696250,11562,10.142.78.137,-642.0000000000003,788,c3fc92d7f4874dea9e1921f76f825b97,False
286,83381,0.3137481212615967,83381,83381,102,3,0.7119174952956687,797.5,0.3093113211405017,33.0756573677063,2019-12-18_11-10-50,102,312.385,83381,33.0756573677063,72.22,162565.972,-268.8300000000001,4.906,0.5696382490216902,180.2999999999987,zack-XPS-15-9560,2552.941,0.001,1576696250,11562,10.142.78.137,-642.0000000000003,802,c3fc92d7f4874dea9e1921f76f825b97,False
289,84399,0.37389230728149414,84399,84399,103,3,0.7118994232038738,830.2,0.30932159391724356,33.44954967498779,2019-12-18_11-10-51,103,321.435,84399,33.44954967498779,72.08,166189.933,-270.8760000000001,4.995,0.5696858024198919,180.2999999999987,zack-XPS-15-9560,2582.789,0.001,1576696251,11562,10.142.78.137,-642.0000000000003,1018,c3fc92d7f4874dea9e1921f76f825b97,False
292,85182,0.31409525871276855,85182,85182,104,3,0.7119161173326511,809.8,0.3093395612101736,33.76364493370056,2019-12-18_11-10-51,104,317.367,85182,33.76364493370056,71.88,164622.819,-266.78200000000004,4.919,0.5697410260552757,180.2999999999987,zack-XPS-15-9560,2551.617,0.001,1576696251,11562,10.142.78.137,-642.0000000000003,783,c3fc92d7f4874dea9e1921f76f825b97,False
295,86077,0.3377194404602051,86077,86077,105,3,0.7119693936031404,824.2,0.30937033057003743,34.10136437416077,2019-12-18_11-10-51,105,319.73,86077,34.10136437416077,71.69,165868.357,-274.8430000000001,4.969,0.5697880761634537,180.2999999999987,zack-XPS-15-9560,2577.798,0.001,1576696251,11562,10.142.78.137,-642.0000000000003,895,c3fc92d7f4874dea9e1921f76f825b97,False
298,86812,0.30856776237487793,86812,86812,106,3,0.7119858477048234,812.2,0.30939000268026373,34.409932136535645,2019-12-18_11-10-52,106,317.033,86812,34.409932136535645,71.72,170434.651,-274.748,4.765,0.5698233964232953,178.9999999999984,zack-XPS-15-9560,2561.88,0.001,1576696252,11562,10.142.78.137,-642.0000000000003,735,c3fc92d7f4874dea9e1921f76f825b97,False
300,87688,0.32536816596984863,87688,87688,107,2,0.7119848678955268,810.7,0.3093962144641817,34.73530030250549,2019-12-18_11-10-52,107,315.85,87688,34.73530030250549,71.9,170569.611,-276.81300000000005,4.753,0.5698430248229658,178.9999999999984,zack-XPS-15-9560,2566.725,0.001,1576696252,11562,10.142.78.137,-642.0000000000003,876,c3fc92d7f4874dea9e1921f76f825b97,False
303,88605,0.3424670696258545,88605,88605,108,3,0.7119594815654215,827.7,0.30939924904378463,35.07776737213135,2019-12-18_11-10-52,108,319.851,88605,35.07776737213135,71.66,170172.712,-274.6530000000001,4.864,0.5698606069235619,178.9999999999984,zack-XPS-15-9560,2587.765,0.001,1576696252,11562,10.142.78.137,-642.0000000000003,917,c3fc92d7f4874dea9e1921f76f825b97,False
306,89353,0.31900644302368164,89353,89353,109,3,0.7119728299884904,815.8,0.309411579673036,35.39677381515503,2019-12-18_11-10-53,109,318.917,89353,35.39677381515503,71.69,168686.1,-268.6490000000001,4.836,0.5698913300125059,178.9999999999984,zack-XPS-15-9560,2558.035,0.001,1576696253,11562,10.142.78.137,-642.0000000000003,748,c3fc92d7f4874dea9e1921f76f825b97,False
309,90152,0.31018662452697754,90152,90152,110,3,0.7120329572747761,836.1,0.30943753417766073,35.70696043968201,2019-12-18_11-10-53,110,321.753,90152,35.70696043968201,71.77,167211.389,-274.81600000000003,5.0,0.5699172301024901,178.9999999999984,zack-XPS-15-9560,2598.579,0.001,1576696253,11562,10.142.78.137,-642.0000000000003,799,c3fc92d7f4874dea9e1921f76f825b97,False
312,90848,0.2945132255554199,90848,90848,111,3,0.7120840305758759,826.9,0.3094657454087683,36.00147366523743,2019-12-18_11-10-53,111,318.396,90848,36.00147366523743,71.96,167076.295,-280.841,4.949,0.5699377222683428,178.9999999999984,zack-XPS-15-9560,2597.081,0.001,1576696253,11562,10.142.78.137,-642.0000000000003,696,c3fc92d7f4874dea9e1921f76f825b97,False
314,91628,0.31240224838256836,91628,91628,112,2,0.712100407990178,824.7,0.30947860223701973,36.313875913619995,2019-12-18_11-10-54,112,318.277,91628,36.313875913619995,71.85,167080.095,-284.7759999999999,4.936,0.569954222269881,178.9999999999984,zack-XPS-15-9560,2591.142,0.001,1576696254,11562,10.142.78.137,-642.0000000000003,780,c3fc92d7f4874dea9e1921f76f825b97,False
317,92444,0.33457493782043457,92444,92444,113,3,0.7121039813467439,804.5,0.3094842368084597,36.64845085144043,2019-12-18_11-10-54,113,314.392,92444,36.64845085144043,71.81,164576.773,-278.591,4.888,0.5699758846223955,178.9999999999984,zack-XPS-15-9560,2558.91,0.001,1576696254,11562,10.142.78.137,-642.0000000000003,816,c3fc92d7f4874dea9e1921f76f825b97,False
320,93145,0.3045539855957031,93145,93145,114,3,0.7120351367489355,796.3,0.30947307067516655,36.95300483703613,2019-12-18_11-10-54,114,313.52,93145,36.95300483703613,71.81,165693.86,-270.33900000000006,4.806,0.5699861809328958,178.9999999999984,zack-XPS-15-9560,2539.873,0.001,1576696254,11562,10.142.78.137,-642.0000000000003,701,c3fc92d7f4874dea9e1921f76f825b97,False
322,94037,0.3468770980834961,94037,94037,115,2,0.7120131619617635,796.0,0.30947127828796966,37.29988193511963,2019-12-18_11-10-55,115,314.406,94037,37.29988193511963,71.86,164317.367,-272.472,4.844,0.5700004652316318,178.9999999999984,zack-XPS-15-9560,2531.759,0.001,1576696255,11562,10.142.78.137,-642.0000000000003,892,c3fc92d7f4874dea9e1921f76f825b97,False
325,94719,0.2865896224975586,94719,94719,116,3,0.7119468231605827,790.7,0.30945217765314775,37.58647155761719,2019-12-18_11-10-55,116,312.183,94719,37.58647155761719,72.03,162312.61,-272.41,4.871,0.5700110892770769,178.9999999999984,zack-XPS-15-9560,2532.809,0.001,1576696255,11562,10.142.78.137,-642.0000000000003,682,c3fc92d7f4874dea9e1921f76f825b97,False
328,95543,0.31619739532470703,95543,95543,117,3,0.7117592923885446,785.5,0.30938556672312745,37.902668952941895,2019-12-18_11-10-55,117,311.293,95543,37.902668952941895,72.03,162280.049,-262.24799999999993,4.84,0.5699693115168362,178.9999999999984,zack-XPS-15-9560,2523.35,0.001,1576696255,11562,10.142.78.137,-642.0000000000003,824,c3fc92d7f4874dea9e1921f76f825b97,False
330,96383,0.3328821659088135,96383,96383,118,2,0.7116108637399559,777.8,0.3093353781940281,38.23555111885071,2019-12-18_11-10-55,118,310.356,96383,38.23555111885071,72.12,161724.84,-262.31499999999994,4.809,0.5699203184765724,178.9999999999984,zack-XPS-15-9560,2506.151,0.001,1576696255,11562,10.142.78.137,-642.0000000000003,840,c3fc92d7f4874dea9e1921f76f825b97,False
333,97270,0.34622621536254883,97270,97270,119,3,0.7114160652353383,791.7,0.3092719884746129,38.58177733421326,2019-12-18_11-10-56,119,313.022,97270,38.58177733421326,71.99,162801.541,-260.313,4.863,0.5698502644290897,178.9999999999984,zack-XPS-15-9560,2529.214,0.001,1576696256,11562,10.142.78.137,-642.0000000000003,887,c3fc92d7f4874dea9e1921f76f825b97,False
336,98139,0.32800745964050293,98139,98139,120,3,0.7112429668814577,798.7,0.30921460870275125,38.90978479385376,2019-12-18_11-10-56,120,314.831,98139,38.90978479385376,72.04,165332.843,-258.2899999999999,4.831,0.5697845257142039,178.9999999999984,zack-XPS-15-9560,2536.917,0.001,1576696256,11562,10.142.78.137,-642.0000000000003,869,c3fc92d7f4874dea9e1921f76f825b97,False
339,98958,0.33355021476745605,98958,98958,121,3,0.7110950572986572,811.0,0.30916945696597087,39.243335008621216,2019-12-18_11-10-56,121,318.666,98958,39.243335008621216,72.19,165541.534,-268.50099999999986,4.899,0.569725719994682,178.9999999999984,zack-XPS-15-9560,2544.985,0.001,1576696256,11562,10.142.78.137,-642.0000000000003,819,c3fc92d7f4874dea9e1921f76f825b97,False
